Ea_gen_code,Name,Type,Primary_fuel,Secondary_fuel,Prime_mover_1,Prime_mover_2,Cogeneration,Capacity_MW,Capacity_change_MW,Largest_unit_MW,Primary_efficiency,Generating_units_number,Generating_units_notes,Year,Status,Cooling_type,Cooling_source,Group_name,Group_order,Owner_1,Owner_2,Operator,Connection_type,Avg_Ann_Gen_GWh,Hydro_max_storage_m3,Basin,Regional_auth,Region_name,Island_name,Node_name,GIP substation,Lifetime,Lifetime_notes,Comments,Data_source,lat,long
ohaaki,Ohaaki,Geothermal,Geothermal double flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,50,-16,,,,,2005,Derating,Natural draft cooling tower,,,,Contact Energy,,Contact,Grid,,,Ohaaki,,WTO - Waikato,NI,OKI2201,OKI,,,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",NZ Geothermal Association (2019),-38.52748182,176.2939624
ohaaki,Ohaaki,Geothermal,Geothermal double flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,114,,,,,,1989,Installed,Natural draft cooling tower,,,,Contact Energy,,Contact,Grid,450,,Ohaaki,,WTO - Waikato,NI,OKI2201,OKI,50,yr built+50,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",NZ Geothermal Association (2019),-38.52748182,176.2939624
ohaaki,Ohaaki,Geothermal,Geothermal double flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,50,,46,,,,1989,Operational,Natural draft cooling tower,,,,Contact Energy,,Contact,Grid,450,,Ohaaki,,WTO - Waikato,NI,OKI2201,OKI,2039,yr built+50,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",NZ Geothermal Association (2019),-38.52748182,176.2939624
ohaaki,Ohaaki,Geothermal,Geothermal double flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,104,-10,,,,,1996,Partial decomission,Natural draft cooling tower,,,,Contact Energy,,Contact,Grid,,,Ohaaki,,WTO - Waikato,NI,OKI2201,OKI,,,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",NZ Geothermal Association (2019),-38.52748182,176.2939624
ohaaki,Ohaaki,Geothermal,Geothermal double flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,57,7,,,,,2007,Rerating,Natural draft cooling tower,,,,Contact Energy,,Contact,Grid,,,Ohaaki,,WTO - Waikato,NI,OKI2201,OKI,,,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",NZ Geothermal Association (2019),-38.52748182,176.2939624
ohakuri,Ohakuri,Hydroelectric,Water,,hydrokinetic turbine,,N,106,,28,0.278,4,4 x 28 MW,1961,Operational,,,Waikato Hydro Scheme,2,Mercury,,Mercury,Grid,400,14,Waikato,Waikato,WTO - Waikato,NI,OHK2201,WKM,2041,consent expiry,"Ohakuri has an earth dam with concrete gravity sections for the intake and spillway structures. Steel penstocks lead from the intake to the four Francis turbines in the powerhouse. An auxiliary turbine takes water through a dedicated penstock to generate electricity for the station. An open concrete spillway sweeps around the right end of the dam and down to the river below. A special feature is the fantail-shaped outlet which throws the water in a high, wide arc to minimise any erosion while the gates are open. The powerhouse lies below the dam on the left bank. For 1 MW of electricity to be generated at this station, 3.6 tonnes of water every second is required. Each of the four generators produces electricity at 11,000 volts. Transformers step up the voltage to 220,000 volts for transmission over the national grid.","MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015), https://www.hydroreview.com/technology-and-equipment/turbines-and-mechanical-components/rehabilitation-of-turbines-at-the-ohakuri-hydro-power-station/ for unit cap. (2014)",-38.4079,176.08875
ohau_a,Ohau A,Hydroelectric,Water,,hydrokinetic turbine,,N,264,,66,0.501,4,4 x 66 MW,1979,Operational,,,Waitaki Hydro Scheme,3,Meridian Energy,,Meridian Energy,Grid,1150,0,Waitaki,ECan,SCN - South Canterbury,SI,OHA2201,OHA,2025,consent expiry,"Water flowing from Lake Pukaki enters the Pukaki canal or can be spilled into the normally dry Pukaki Riverbed. Water flowing down the Pukaki canal merges with the Ohau Canal just before the Ohau A station, the Pukaki River flows to Lake Benmore. After passing through Ohau A the water flows into Lake Ruataniwha.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.2643,170.0324
ohau_b,Ohau B,Hydroelectric,Water,,hydrokinetic turbine,,N,212,,53,0.417,4,4 x 53 MW,1980,Operational,,,Waitaki Hydro Scheme,4,Meridian Energy,,Meridian Energy,Grid,970,0,Waitaki,ECan,SCN - South Canterbury,SI,OHB2201,OHB,2025,consent expiry,,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.29974,170.11287
ohau_c,Ohau C,Hydroelectric,Water,,hydrokinetic turbine,,N,212,,53,0.42,4,4 x 53 MW,1985,Operational,,,Waitaki Hydro Scheme,5,Meridian Energy,,Meridian Energy,Grid,970,0,Waitaki,ECan,SCN - South Canterbury,SI,OHC2201,OHC,2025,consent expiry,Ohau C is situated downstream of Ohau B on a canal that links Lakes Ruataniwha and Benmore. A complex series of weirs allows water to be diverted from the canal into the nearby Ohau River (that also flows to Lake Benmore) allowing Ohau B to continue operating when Ohau C is out of action.,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.34202,170.18209
,Omarama (looks like there's only a substation),Thermal,Unknown,,,,N,0,,0,0,,,,,,,,,Waitaki Power,,Meridian Energy,Embedded,0,,,,OTG - Otago/Southland,SI ,WTK0331,WTK,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Omarama town),EA exisiting generating plants (2015),-44.48747027,169.9678796
,Onekaka,Hydroelectric,Water,,hydrokinetic turbine,,N,1,,1,,1,1 x 1 MW,,,,,,,Onekaha Energy,,Onekaha Energy,Embedded,3.2,,,,NEL - Nelson/Malbourough,SI,MPI0661,MPI,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated.,EA exisiting generating plants (2015),-40.76566501,172.7080389
,Opuha,Hydroelectric,Water,,hydrokinetic turbine,,N,7.5,,7.5,,1,1 x 7.5 MW,1999,,,,,,Alpine Energy,,Contact,Partially embedded,21,,,,SCN - South Canterbury,SI,ABY0111,ABY,,,,EA exisiting generating plants (2015),-44.00068,170.89086
,Opunake,Hydroelectric,Water,,hydrokinetic turbine,,N,0.3,,0.3,,1,1 x 0.3 MW,,,,,,,Trustpower,,Trustpower,Embedded,1.2,,,,TRN - Taranaki,NI,OPK0331,OPK,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-39.45857984,173.8587696
,Orion Diesel,Thermal,Diesel,,,,N,0.3,,0.3,0,1,1 x 0.3 MW (inferred as largest unit = cap.),,,,,,,Orion,,Orion,Embedded,0.1,,,,CAN - Canterbury,SI ,ADD0661,ADD,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Orion head offices),EA exisiting generating plants (2015),-43.48899664,172.5632524
,Orion Diesel II,Thermal,Diesel,,,,N,0.2,,0.2,0,1,1 x 0.2 MW (inferred as largest unit = cap.),,,,,,,Orion,,Orion,Embedded,0,,,,CAN - Canterbury,SI ,ADD0661,ADD,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Orion head offices),EA exisiting generating plants (2015),-43.48899664,172.5632524
otahuhu_a,Otahuhu A,Thermal,Natural gas,,,,N,55,,55,15500,,,2015,Decomissioned,,,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA1101,OTA,,,The first four units of Otahuhu A were commissioned in 1968. At the time it was the first large gas turbine power station in Australasia. Because of age and low thermal efficiency the plant is now only ever operated for emergency reasons. Two of the three available units were operated to provide 'reactive power' for the electricity transmission system. Plant site to be decommisioned along with Otahuhu B ,EA exisiting generating plants (2015),,
otahuhu_a,Otahuhu A,Thermal,Natural gas,,open cycle gas turbine (OCGT),,N,55,,55,15500,1,"1 x 55 MW (inferred from largest unit, larger than cap.)",1968,Decomissioned,,,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA1101,OTA,,,The first four units of Otahuhu A were commissioned in 1968. At the time it was the first large gas turbine power station in Australasia. Because of age and low thermal efficiency the plant is now only ever operated for emergency reasons. Two of the three available units were operated to provide 'reactive power' for the electricity transmission system. Plant site to be decommisioned along with Otahuhu B ,EA exisiting generating plants (2015),,
otahuhu_a,Otahuhu A,Thermal,Natural gas,,,,N,55,,55,15500,,,1968,Installed,,,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA1101,OTA,,,The first four units of Otahuhu A were commissioned in 1968. At the time it was the first large gas turbine power station in Australasia. Because of age and low thermal efficiency the plant is now only ever operated for emergency reasons. Two of the three available units were operated to provide 'reactive power' for the electricity transmission system. Plant site to be decommisioned along with Otahuhu B ,EA exisiting generating plants (2015),,
otahuhu_b,Otahuhu B,Thermal,Natural gas,,,,N,380,,380,7450,,,2015,Decomissioned,,,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA2202,OTA,,,Otahuhu B capacity varies with the source of the data. The 380 MW figure comes from Contact Energy's website. Transpower reserve modelling documentation lists OTAB's capacity at 395 MW. ACS data has capacity at 372 MW. Plant ceased operation September 2015.,EA exisiting generating plants (2015),,
otahuhu_b,Otahuhu B,Thermal,Natural gas,,combined cycle gas turbine (CCGT),,N,380,,380,7450,1,1 x 380 MW,2000,Decomissioned,Hybrid,Sea,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA2202,OTA,,,Otahuhu B capacity varies with the source of the data. The 380 MW figure comes from Contact Energy's website. Transpower reserve modelling documentation lists OTAB's capacity at 395 MW. ACS data has capacity at 372 MW. Plant ceased operation September 2015.,EA existing generating plants (2015),,
otahuhu_b,Otahuhu B,Thermal,Natural gas,,,,N,380,,380,7450,,,2000,Installed,,,,,Contact Energy,,Contact Energy,Grid,,,,,AKL - Auckland,NI ,OTA2202,OTA,,,Otahuhu B capacity varies with the source of the data. The 380 MW figure comes from Contact Energy's website. Transpower reserve modelling documentation lists OTAB's capacity at 395 MW. ACS data has capacity at 372 MW. Plant ceased operation September 2015.,EA exisiting generating plants (2015),,
,Otematata (looks like only hydro - Lake Benmore),Thermal,Unknown,,,,N,0,,0,0,,,,,,,,,Network Waitaki,,Meridian Energy,Embedded,0,,,,OTG - Otago/Southland,SI ,OTT0011,OTT,,,Located at Kurow (location estimated based on this info),EA exisiting generating plants (2015),-44.73111334,170.4700551
,Oxburn/Glenorchy,Hydroelectric,Water,,hydrokinetic turbine,,N,0.4,,0.4,,1,1 x 0.4 MW,1968,Operational,,,,,Pioneer Generation,,Pioneer Generation,Embedded,2,,,,OTG - Otago/Southland,SI,FKN0331,FKN,,,Location estimated,EA exisiting generating plants (2015),-44.76790481,168.429021
,Pacific Steel,Thermal,Unknown,,,,BU,0.2,,0.2,0,1,1 x 0.2 MW (inferred as largest unit = cap.),,,,,,,Vector,,Trustpower,Embedded,0,,,,AKL - Auckland,NI ,MNG0331,MNG,,,Peak injection of 170kw for 2006/07 from CDS,EA exisiting generating plants (2015),-36.94649417,174.8244696
paerau,Paerau,Hydroelectric,Water,,hydrokinetic turbine,,N,10,,5,,2,2 x 5 MW,1984,Operational,,,Paerau Gorge Power Scheme,1,Trustpower,,Trustpower,Embedded,48,0,Taieri,Otago,OTG - Otago/Southland,SI,NSY0331,NSY,2034,consent expiry,"The combined power and irrigation scheme operates by diverting the Taieri River's flow at Paerau using a substantial weir structure in the river which maintains the water level into the scheme while allowing floods and a minimum river flow to pass. The scheme's inflow passes along an aquaduct through substantial cuttings and a 1.3 kilometre long tunnel before feeding the Paerau Power Station. The outflow from the power station fills a large ponding area from which the irrigation scheme and Patearoa Power Station draw. The irrigation scheme now extends for 35 kilometres down the western side of Maniototo basin. The east side proposal is limited to the second power station near Patearoa which discharges back into the Taieri river. When low flows occur during summer, supplementary flows will be released from the Loganburn Reservoir formed at the site of Great Moss Swamp to ensure minimum river flows are maintained and that sufficient irrigation water is available to the scheme.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.34859456,169.9445229
,Palmerston Nth Mini Hydro,Hydroelectric,Water,,hydrokinetic turbine,,N,0.02,,0.02,,1,1 x 0.02 MW,,,,,,,Palmerston North City Council,,Mercury,Embedded,0,,,,CEN - Central,NI,BPE0331,BPE,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated. ,EA exisiting generating plants (2015),-40.38592438,175.5815558
,Pan Pac,Thermal,Wood waste,,,,Y,12.8,,12.8,,1,1 x12.8 MW  (inferred as largest unit = cap.),2005,,,,,,Pan Pac Forest Products,,Pan Pac Forest Products,Embedded,48,,,,HBY - Hawkes Bay,NI ,WHI0111,WHI,,,Rated at 12.8MW but actually generating 5.5MW on average,EA exisiting generating plants (2015),-39.37807367,176.8916981
patea,Patea,Hydroelectric,Water,,hydrokinetic turbine,,N,32,,10,,4,,1984,Operational,,,,,Trustpower,,Trustpower,Grid,118,0,Patea,Taranaki,TRN - Taranaki,NI,HWA1101,HWA,2040,consent expiry,"Patea power station is situated on the Patea River in South Taranaki and takes advantage of the river's good water flows, 871km2 catchment and long deep river gorge. The site was identified in 1974 and the dam was completed in 1983 with the station commissioned in 1984. The dam is 82 metres high and holds back Lake Rotorangi, which at 45 kilometres is New Zealand's longest man made lake. The station has 31 MW generation capacity and has an average annual output of 118 GWh. As there is a significant eel fishery up and down stream of Patea dam, a pass for young eels has been constructed and is maintained by TrustPower. An active trap and transfer programme, partially funded by TrustPower, is also in operation, and gate operations are timed to help downstream migration of mature eels",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-39.758,174.483
,Patearoa,Hydroelectric,Water,,hydrokinetic turbine,,N,2.3,,2.3,,1,1 x 2.3 MW,1984,Operational,,,Paerau Gorge Power Scheme,2,Trustpower,,Trustpower,Embedded,8,0,Taieri,Otago,OTG - Otago/Southland,SI,NSY0331,NSY,2034,consent expiry,"The combined power and irrigation scheme operates by diverting the Taieri River's flow at Paerau using a substantial weir structure in the river which maintains the water level into the scheme while allowing floods and a minimum river flow to pass. The scheme's inflow passes along an aquaduct through substantial cuttings and a 1.3 kilometre long tunnel before feeding the Paerau Power Station. The outflow from the power station fills a large ponding area from which the irrigation scheme and Patearoa Power Station draw. The irrigation scheme now extends for 35 kilometres down the western side of Maniototo basin. The east side proposal is limited to the second power station near Patearoa which discharges back into the Taieri river. When low flows occur during summer, supplementary flows will be released from the Loganburn Reservoir formed at the site of Great Moss Swamp to ensure minimum river flows are maintained and that sufficient irrigation water is available to the scheme.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.32621337,169.9565489
,Piriaka,Hydroelectric,Water,,hydrokinetic turbine,,N,1.8,,1.2,,2,1 x 1.2 MW…,1924,Operational,,,,,King Country Energy,,King Country Energy,Embedded,7,,,,CEN - Central,NI,HTI0331,HTI,,,The station was opened in 1924 to supply Taumarunui with electricity. In 1938 an agreement was signed with the Government and the local system was connected to the national electricity system to cope with local load growth. In 1971 an additional hydro generator was added.,EA exisiting generating plants (2015),-38.91247551,175.3431032
waikaremoana,Piripaua,Hydroelectric,Water,,hydrokinetic turbine,,N,42,,21,0.942,2,2 x 21 MW,1943,Operational,,,Waikaremoana Hydro Scheme,3,Genesis,,Genesis,Grid,133,0,Waikaremoana,Hawkes Bay,HBY - Hawkes Bay,NI,TUI1101,TUI,2032,consent expiry,"Piripaua is the last station of the Waikaremoana system drawing water from Lake Whakamarino before releasing it into the Waikaretaheke River. The Waikaremoana Hydro Scheme is located between the remote Te Urewera National Park and Wairoa. The scheme includes the Kaitawa (36MW), Tuai (60MW)and Piripaua (42MW)hydro stations, and is centrally controlled from Tuai. Water from Lake Waikaremoana flows through the Kaitawa power station and into Lake Kaitawa before reaching the Tuai power station. From there it flows into the man-made Lake Whakamarino and through the Piripaua power station, before being released into the Waikaretaheke River and making its way to the sea.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.839,177.1681
,Plimmerton,Thermal,Unknown,,,,N,0,,0,0,,,,,,,,,Right House,,Meridian Energy,Embedded,0,,,,WEL - Wellington,NI ,PNI0331,PNI,,,Location estimated (Plimmerton suburb),EA exisiting generating plants (2015),-41.08230456,174.8687167
poihipi,Poihipi,Geothermal,Geothermal dry steam,,condensed steam turbine (CST),,N,50,,55,,1,"1 x 55 MW (inferred from largest unit, larger than cap.)",1996,Operational,Mechanical draft cooling tower,,,,Contact Energy,,Contact,Grid,411,,Wairakei-Tauhara,,WTO - Waikato,NI,PPI2201,PPI,2046,yr built+50,The Poihipi Road power station was commissioned in 1997 and was bought by Contact in January 2000. It is now operated as an integral part of the Wairakei facility and is supplied with steam from the Wairakei geothermal system. Poihipi currently generates around 200 GWh per year. Poihipi is subject to resource constraints hence the reduced GWh relative to installed MW,NZ Geothermal Association (2019),-38.62988525,176.041532
,Port Chalmers,Thermal,Unknown,,,,N,0,,0.01,0,,,,,,,,,Port Otago,,Meridian Energy,Embedded,0,,,,OTG - Otago/Southland,SI ,HWB0331,HWB,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-45.81423843,170.6225072
,PukePine,Thermal,Diesel,,,,N,0,,0,0,,,,,,,,,PukePine Sawmills,,Trustpower,Embedded,0,,,,BOP - Bay Of Plenty,NI ,TMI0331,TMI,,,,EA exisiting generating plants (2015),-37.77693635,176.3120112
,Pupu Hydro,Hydroelectric,Water,,hydrokinetic turbine,,N,0.3,,0.3,,1,1 x 0.3 MW,,,,,,,Pupu Hydro Society,,Contact,Embedded,1.7,,,,NEL - Nelson/Malbourough,SI,MPI0661,MPI,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-40.85521727,172.7375134
,Raetihi,Hydroelectric,Water,,hydrokinetic turbine,,N,0.3,,0.3,,1,1 x 0.3 MW,,,,,,,Trustpower,,Trustpower,Embedded,1.3,,,,CEN - Central,NI,OKN0111,OKN,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated.,EA exisiting generating plants (2015),-39.4280095,175.2825494
rangipo,Rangipo,Hydroelectric,Water,,hydrokinetic turbine,,N,120,,60,,2,2 x 60 MW,1983,Operational,,,Tongariro Power Development,2,Genesis,,Genesis,Grid,580,0,Tongariro,Waikato,CEN - Central,NI,RPO2201,RPO,2039,consent expiry,,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-39.1533,175.8376
,Ravensbourne,Thermal,Unknown,,,,Y,0.5,,0.5,0,1,1 x 0.5 MW (inferred as largest unit = cap.),,,,,,,Ravensdown Fertiliser Co-op,,Meridian Energy,Embedded,1.1,,,,OTG - Otago/Southland,SI ,HWB0332,HWB,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-45.86881732,170.540626
,Ravensdown,Thermal,Unknown,,,,Y,8,,8,0,1,1 x 8 MW  (inferred as largest unit = cap.),,,,,,,Vector,,Meridian Energy,Embedded,32,,,,HBY - Hawkes Bay,NI ,RDF0331,RDF,,,,EA exisiting generating plants (2015),-39.55386508,176.9200439
,Redvale Landfill,Thermal,Biogas,,,,N,7,,1,0,7,7 x 1 MW,,,,,,,Waste Management,,Trustpower,Embedded,50,,,,NIS - North Isthmus,NI ,SVL0331,SVL,,,,EA exisiting generating plants (2015),-36.65803075,174.6258606
,Rimu,Hydroelectric,Water,,hydrokinetic turbine,,N,1.4,,1.4,,1,1 x 1.4 MW,2013,Operational,,,Esk Hydro Scheme,,Trustpower,,Trustpower,Embedded,5,,,,HBY - Hawkes Bay,NI,RDF0331,RDF,,,The Esk scheme consists of two power stations situated on the Esk river in Hawkes Bay. Rimu Power Station has a head of 140 m and uses a maximum flow of one cubic metre a second (m3/s) of water to produce up to 1.4 MW of power. Toronui Power Station has a head of 320 m and uses no more than 1.2 m3/s to produce up to 2.8 MW. While Toronui has a head pond that can store about 4000 cubic metres the scheme is essentially run-of-river.,EA exisiting generating plants (2015),-39.82423285,175.4896016
,Roaring Meg,Hydroelectric,Water,,hydrokinetic turbine,,N,1.7,,0.85,,2,2 x 0.85 MW,1936,Installed,,,,,Pioneer Generation,,Trustpower,Embedded,29,,,,OTG - Otago/Southland,SI,CML0331,CML,,,"The original Lower Roaring Meg scheme had an intake in the stream, giving a 304m head. The water was fed through 2.4 km of 762 mm and 609 mm concrete lined steel pipes, (now replaced with steel pipe) to two Pelton wheels, direct coupled to two 850 kW, 6,600 volt alternators.","EA exisiting generating plants (2015), https://pioneerenergy.co.nz/our-history/",-45.00131,169.0701
,Roaring Meg,Hydroelectric,Water,,hydrokinetic turbine,,N,3,2,2,,3,"2 x 0.85 MW, 1 x 2 MW",1989,Installed,,,,,Pioneer Generation,,Trustpower,Embedded,29,,,,OTG - Otago/Southland,SI,CML0331,CML,,,"Originally the Lower Roaring Meg Scheme had a generating plant of 1,700 kW. The station was upgraded in 1989 when a 2 MW Reliance Synchronous Generator was installed, replacing one of the Metropolitan-Vickers generators, increasing Meg's output to 3,000 kW.","EA exisiting generating plants (2015), https://pioneerenergy.co.nz/our-history/",-45.00131,169.0701
,Roaring Meg,Hydroelectric,Water,,hydrokinetic turbine,,N,3,,2,,3,"2 x 0.85 MW, 1 x 2 MW",2020,Operational,,,,,Pioneer Generation,,Trustpower,Embedded,29,,,,OTG - Otago/Southland,SI,CML0331,CML,,,"The scheme was originally commissioned in 1936 and is made up of an upper and lower station. The intake dam is located 3.6km upstream of the confluence with the Kawarau River. The 10 metre high intake dam feeds a series of pipelines terminating at the stations, which each house two turbines. The lower station discharges directly into the Kawarau River while the upper station discharges both into a pipeline feeding the lower station and the Roaring Meg Stream","EA exisiting generating plants (2015),https://pioneerenergy.co.nz/our-history/",-45.00131,169.0701
,Rochfort ,Hydroelectric,Water,,hydrokinetic turbine,,N,4.2,,4.2,,1,1 x 4.2 MW,2013,,,,,,Kawatiri Energy,,Kawatiri Energy,Embedded,20,,,,WEC - West Coast,NI,ORO1101,ORO,,,Location estimated,EA exisiting generating plants (2015),-41.75454081,171.6030159
,Rosedale Landfill,Thermal,Biogas,,,,N,2.8,,0.92,0,3,3 x 0.92 MW,1992,Operational,,,,,EnviroWaste,,Mercury,Embedded,22,,,,NIS - North Isthmus,NI ,ALB0331,ALB,,,,EA exisiting generating plants (2015),-36.73407521,174.7210651
rotokawa,Rotokawa,Geothermal,Geothermal single flash,,combined cycle,,N,29,,,,,,1997,Installed,Air,,,,Mercury,,Mercury,Embedded,,,Rotokawa,,WTO - Waikato,NI,WRK0331,WRK,2047,yr built+50,"The Rotokawa power station is part of a joint venture between Mercury and Tauhara North No.2 Trust. It includes the generation plant owned by Mercury, and wells that tap the steam field which are owned by Rotokawa Joint Venture Ltd. The nominal capacity of Rotokawa was initially 25MW, but has since been expanded to 34MW. The output of the binary units is highly dependent on ambient air temperature as they use a low boiling point (34C) hydrocarbon heated by exhaust steam to drive the secondary turbines. Units : 1 16MW back pressure steam turbine, 4 6.5MW binary units.","NZ Geothermal Association (2019), https://www.power-technology.com/projects/rotokawaiigeothermal/ for gen. units and cap (2011)",-38.61226266,176.1932074
rotokawa,Rotokawa,Geothermal,Geothermal single flash,,combined cycle,,N,35,6,16,,5,"1 x 16 MW, 4 x 6.5 MW (= to 42 MW)",2003,Installed,Air,,,,Mercury,,Mercury,Embedded,273,,Rotokawa,,WTO - Waikato,NI,WRK0331,WRK,,,,"NZ Geothermal Association (2019), https://www.power-technology.com/projects/rotokawaiigeothermal/ for gen. units and cap (2011)",-38.61226266,176.1932074
rotokawa,Rotokawa,Geothermal,Geothermal single flash,,combined cycle,,N,35,,16,,5,"1 x 16 MW, 4 x 6.5 MW (= to 42 MW)",1997,Operational,Air,,,,Mercury,,Mercury,Embedded,273,,Rotokawa,,WTO - Waikato,NI,WRK0331,WRK,2047,yr built+50,"The Rotokawa power station is part of a joint venture between Mercury and Tauhara North No.2 Trust. It includes the generation plant owned by Mercury, and wells that tap the steam field which are owned by Rotokawa Joint Venture Ltd. The nominal capacity of Rotokawa was initially 25MW, but has since been expanded to 34MW. The output of the binary units is highly dependent on ambient air temperature as they use a low boiling point (34C) hydrocarbon heated by exhaust steam to drive the secondary turbines. Units : 1 16MW back pressure steam turbine, 4 6.5MW binary units.","NZ Geothermal Association (2019), https://www.power-technology.com/projects/rotokawaiigeothermal/ for gen. units and cap (2011)",-38.61226266,176.1932074
roxburgh,Roxburgh,Hydroelectric,Water,,hydrokinetic turbine,,N,320,,40,0.388,8,8 x 40 MW,1956,Operational,,,Clutha Hydro Scheme,,Contact,,Contact,Grid,1610,0,Clutha,Otago,OTG - Otago/Southland,SI,ROX1101,ROX,2042,consent expiry,"Roxburgh injects on 110kv and 220kv buses, ROX1101 and ROX2201, 3 units and 5 units respectively. The first of Roxburgh's eight generators was commissioned in 1956, the last in 1962. The power station has a capacity of 320 megawatts. Roxburgh is a concrete gravity dam, and with the powerhouse, contains about half a million cubic metres of concrete, weighing 1.5 million tonnes. The lake formed by the dam covers an area of nearly six square kilometres.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-45.4758,169.3226
kaimai,Ruahihi (Kaimai),Hydroelectric,Water,,hydrokinetic turbine,,N,20,,10,,2,2 x 10 MW,1981,Operational,,,Kaimai Hydro Power Scheme,4,Trustpower,,Trustpower,Embedded,76,0,Wairoa river,Bay of Plenty,BOP - Bay of Plenty,NI,TGA0331,TGA,2026,consent expiry,The Ruahihi Power Station is situated on the Wairoa River adjacent to SH29.,MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-37.77716,176.05432
,Silverstream Landfill,Thermal,Biogas,,,,N,2.7,,0.9,0,3,3 x 0.9 MW,1994,,,,,,Mighty River Power,,Mercury,Embedded,13,,,,WEL - Wellington,NI ,HAY0331,HAY,,,,EA exisiting generating plants (2015),-41.2805,174.7671
,Simeon Quay,Thermal,Unknown,,,,BU,0.7,,0.7,0,1,1 x 0.7 MW (inferred as largest unit = cap.),,,,,,,Orion,,Orion,Embedded,0,,,,CAN - Canterbury,SI ,BRY0111,BRY,,,Negligible GWh. Location estimated.,EA exisiting generating plants (2015),-43.60316202,172.7137939
